"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 20 15:14:13 UTC 2026","Thu Aug 20 15:14:13 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontAccountTest","com.medusa.automation.tests.StoreFrontAccountTest","testPasswordVisibilityToggle","testPasswordVisibilityToggle","Click icon mắt → password chuyển từ *** sang text; click lần 2 → ẩn lại"
"broken","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","0","Medusa API Test Suite","Admin API — Authentication","com.medusa.automation.tests.api.admin.AdminAuthApiTest","com.medusa.automation.tests.api.admin.AdminAuthApiTest","TC_API_ADMIN_AUTH_002_login_wrongPassword_returns401","TC_API_ADMIN_AUTH_002_login_wrongPassword_returns401","TC_API_ADMIN_AUTH_002 — Admin login sai password → 401 Unauthorized"
"broken","Thu Aug 20 15:13:54 UTC 2026","Thu Aug 20 15:13:54 UTC 2026","2","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontHomeTest","com.medusa.automation.tests.StoreFrontHomeTest","testHomepageFooterIsDisplayed","testHomepageFooterIsDisplayed","Footer của trang chủ /gb hiển thị copyright, category links và Medusa links"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Products","com.medusa.automation.tests.api.admin.AdminProductApiTest","com.medusa.automation.tests.api.admin.AdminProductApiTest","TC_API_ADMIN_PROD_008_listProducts_responseStructure_isValid","TC_API_ADMIN_PROD_008_listProducts_responseStructure_isValid","TC_API_ADMIN_PROD_008 — Validate product list structure: count >= 0, limit > 0, offset >= 0"
"passed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","127","Medusa API Test Suite","Admin API — Authentication","com.medusa.automation.tests.api.admin.AdminAuthApiTest","com.medusa.automation.tests.api.admin.AdminAuthApiTest","TC_API_ADMIN_AUTH_006_login_emptyBody_returns400","TC_API_ADMIN_AUTH_006_login_emptyBody_returns400","TC_API_ADMIN_AUTH_006 — Admin login với body hoàn toàn rỗng → 400/422"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","1","Medusa API Test Suite","Storefront API — Orders","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","TC_API_ORDER_007_getOrderById_nonExistentId_returnsError","TC_API_ORDER_007_getOrderById_nonExistentId_returnsError","TC_API_ORDER_007 — Lấy order với ID không tồn tại → 400/404"
"broken","Thu Aug 20 15:14:18 UTC 2026","Thu Aug 20 15:14:18 UTC 2026","6","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSecurityTest","com.medusa.automation.tests.StoreFrontSecurityTest","testUrlInjectionPathTraversal","testUrlInjectionPathTraversal","URL path traversal /gb/../admin — phải redirect về homepage hoặc /gb, không phải admin page"
"broken","Thu Aug 20 15:14:03 UTC 2026","Thu Aug 20 15:14:03 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testProductDetailPageStructure","testProductDetailPageStructure","Product detail page hiển thị tên sản phẩm, giá, mô tả, Add to Cart button"
"passed","Thu Aug 20 15:12:59 UTC 2026","Thu Aug 20 15:13:01 UTC 2026","2424","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.SessionManagementTest","com.medusa.automation.tests.SessionManagementTest","tc032_routeGuardRedirectsProductsToLogin","tc032_routeGuardRedirectsProductsToLogin","MED_AUTH_TC_032: Truy cập /app/products không có session → phải redirect về /app/login"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","1","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_008_getCustomerById_nonExistentId_returns404","TC_API_ADMIN_CUS_008_getCustomerById_nonExistentId_returns404","TC_API_ADMIN_CUS_008 — Admin lấy customer với ID không tồn tại → 404 Not Found"
"broken","Thu Aug 20 15:14:12 UTC 2026","Thu Aug 20 15:14:12 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontAccountTest","com.medusa.automation.tests.StoreFrontAccountTest","testLoginPageStructureIsCorrect","testLoginPageStructureIsCorrect","Cấu trúc trang /gb/account — hiển thị đủ Email, Password, Sign in button, Join us link"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","102","Medusa API Test Suite","Storefront API — Cart & Checkout","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","TC_API_CART_004_getCart_invalidIdFormat_returns400","TC_API_CART_004_getCart_invalidIdFormat_returns400","TC_API_CART_004 — Lấy cart với ID format không hợp lệ → 400 (Medusa reject ở validation layer)"
"passed","Thu Aug 20 15:11:41 UTC 2026","Thu Aug 20 15:11:41 UTC 2026","137","Medusa API Test Suite","Storefront API — Authentication","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","TC_API_AUTH_008_login_nonExistentEmail_returns401","TC_API_AUTH_008_login_nonExistentEmail_returns401","TC_API_AUTH_008 — Login email không tồn tại → expect 401"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Orders","com.medusa.automation.tests.api.admin.AdminOrderApiTest","com.medusa.automation.tests.api.admin.AdminOrderApiTest","TC_API_ADMIN_ORDER_009_listOrders_responseTime_withinSLA","TC_API_ADMIN_ORDER_009_listOrders_responseTime_withinSLA","TC_API_ADMIN_ORDER_009 — Response time của admin order list < 5000ms (SLA)"
"broken","Thu Aug 20 15:14:16 UTC 2026","Thu Aug 20 15:14:16 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSearchTest","com.medusa.automation.tests.StoreFrontSearchTest","testRealtimeSearchFiltersResults","testRealtimeSearchFiltersResults","Tìm kiếm realtime 'sweatshirt' — kết quả cập nhật ngay, hiển thị sản phẩm khớp"
"broken","Thu Aug 20 15:14:00 UTC 2026","Thu Aug 20 15:14:00 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontStoreTest","com.medusa.automation.tests.StoreFrontStoreTest","testStorePageDisplaysProducts","testStorePageDisplaysProducts","Trang /gb/store hiển thị danh sách sản phẩm với ảnh, tên, giá"
"broken","Thu Aug 20 15:13:59 UTC 2026","Thu Aug 20 15:13:59 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontStoreTest","com.medusa.automation.tests.StoreFrontStoreTest","testSortControlIsDisplayed","testSortControlIsDisplayed","Sort dropdown hiển thị và có thể thay đổi thứ tự sản phẩm theo giá"
"skipped","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","1","Medusa API Test Suite","Storefront API — Cart & Checkout","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","TC_API_CART_010_getShippingOptions_validCartId_returns200WithArray","TC_API_CART_010_getShippingOptions_validCartId_returns200WithArray","TC_API_CART_010 — Lấy danh sách shipping options cho cart → 200 + array"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","1","Medusa API Test Suite","Admin API — Products","com.medusa.automation.tests.api.admin.AdminProductApiTest","com.medusa.automation.tests.api.admin.AdminProductApiTest","TC_API_ADMIN_PROD_004_listProducts_paginationLimit3_returnsMaxItems","TC_API_ADMIN_PROD_004_listProducts_paginationLimit3_returnsMaxItems","TC_API_ADMIN_PROD_004 — List products với limit=3 → 200 + số items ≤ 3"
"broken","Thu Aug 20 15:14:11 UTC 2026","Thu Aug 20 15:14:11 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontAccountTest","com.medusa.automation.tests.StoreFrontAccountTest","testJoinUsLinkSwitchesToRegisterForm","testJoinUsLinkSwitchesToRegisterForm","Click 'Join us' → SPA transition sang Register form (BECOME A MEDUSA STORE MEMBER)"
